,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
276,manokwari,51,ID,1650845380,79,-0.8667,134.0833,80.91,3.6
277,mahibadhoo,60,MV,1650845380,71,3.7833,72.9667,83.88,6.82
278,grand centre,79,US,1650845380,23,38.8755,-109.5012,56.39,6.33
279,vestmannaeyjar,0,IS,1650845264,81,63.4427,-20.2734,43.79,10.36
280,khani,6,GE,1650845381,69,41.9563,42.9566,40.57,4.79
281,aswan,18,EG,1650845381,13,24.0934,32.907,77.65,8.46
282,verkhoyansk,100,RU,1650845381,88,67.5447,133.385,18.05,2.44
283,arbore,100,RO,1650845382,70,47.7333,25.9333,59.49,11.81
284,guerrero negro,66,MX,1650845382,43,17.6667,-100.0,80.58,8.7
285,hofn,98,IS,1650845382,90,64.2539,-15.2082,41.79,5.84
286,hobyo,3,SO,1650845383,71,5.3505,48.5268,82.89,11.77
287,conde,75,BR,1650845383,94,-7.2597,-34.9075,76.46,3.44
288,warmbad,0,NA,1650845383,60,-28.45,18.7333,51.06,5.68
289,goryachevodskiy,1,RU,1650845383,73,44.0236,43.0922,42.44,4.88
290,clyde river,100,US,1650845384,65,41.3042,-82.9752,76.62,15.55
291,ushumun,4,RU,1650845384,29,52.7833,126.5333,39.88,6.2
292,buta,100,CD,1650845384,99,2.7858,24.73,70.77,1.32
293,necochea,75,AR,1650845385,45,-38.5473,-58.7368,68.79,16.13
294,mukhen,47,RU,1650845385,30,48.1,136.1,49.26,8.77
295,port moresby,100,CD,1650845385,91,-7.0349,29.7638,71.02,5.12
296,huangzhai,83,CN,1650845386,14,38.0751,112.6595,55.81,1.63
297,fairbanks,0,US,1650845128,39,64.8378,-147.7164,50.34,5.75
298,nanortalik,99,GL,1650845386,91,60.1432,-45.2371,37.38,2.21
299,orumiyeh,100,IR,1650845386,87,37.5527,45.0761,49.55,6.91
300,laguna,0,US,1650845387,20,38.421,-121.4238,82.69,4.61
301,buncrana,73,IE,1650845387,79,55.1333,-7.45,48.34,3.2
302,jinxi,100,CN,1650845387,97,30.4323,116.2922,71.65,2.84
303,moorhead,100,US,1650845374,80,46.8739,-96.7676,33.82,31.07
304,azul,81,AR,1650845388,38,-36.777,-59.8585,65.34,12.84
305,coihaique,100,CL,1650845388,87,-45.5752,-72.0662,39.15,5.75
306,zhoukou,100,CN,1650845388,92,33.6333,114.6333,65.53,17.34
307,dunedin,67,NZ,1650845389,60,-45.8742,170.5036,61.61,15.57
308,lorengau,61,PG,1650845389,70,-2.0226,147.2712,84.43,8.43
309,lazaro cardenas,51,DO,1650845389,68,19.4558,-71.3261,75.0,8.84
310,sakaiminato,13,JP,1650845390,76,35.55,133.2333,65.44,1.88
311,zagan,100,PL,1650845390,93,51.6176,15.3149,47.61,12.33
312,turbat,0,PK,1650845391,58,26.0023,63.044,78.76,2.35
313,aitape,85,PG,1650845391,79,-3.1374,142.3475,82.13,3.91
314,ebeltoft,13,DK,1650845391,81,56.1944,10.6821,43.75,2.3
315,berdigestyakh,86,RU,1650845392,84,62.0989,126.6992,23.47,5.06
316,kudahuvadhoo,97,MV,1650845392,70,2.6708,72.8944,84.43,7.58
317,impfondo,84,CG,1650845392,89,1.6381,18.0667,72.05,0.78
318,hervey bay,31,US,1650845393,71,33.4982,-93.7771,81.05,9.17
319,cherskiy,98,RU,1650845393,83,68.75,161.3,20.66,6.69
320,batsfjord,100,NO,1650845393,93,70.6345,29.7185,33.58,4.61
321,kato mazarakion,22,JP,1650845394,71,34.9305,135.0078,68.34,2.98
322,zaragoza,20,ES,1650845394,71,41.6561,-0.8773,57.02,7.0
323,ixtapa,0,MX,1650845394,73,20.7,-105.2,77.23,10.36
324,videira,2,BR,1650845394,95,-27.0083,-51.1517,59.67,3.15
325,puerto colombia,0,ES,1650845395,90,36.5939,-6.233,57.34,3.44
326,morros,100,BR,1650845395,74,-9.4467,-46.3003,74.28,1.3
327,kandalaksha,96,RU,1650845395,96,67.162,32.4123,30.31,2.37
328,kaka,86,TM,1650845396,54,37.3482,59.6143,66.83,3.22
329,sonqor,99,IR,1650845396,62,34.7837,47.6004,52.79,4.59
330,olinda,82,BR,1650845396,80,-8.0089,-34.8553,79.25,12.08
331,nchelenge,100,ZM,1650845397,90,-9.3451,28.734,68.81,6.13
332,pokrovka,88,KG,1650845398,66,42.3414,78.0056,48.27,2.33
333,nuuk,100,GL,1650845245,100,64.1835,-51.7216,30.81,4.61
334,ketchikan,100,US,1650845387,95,55.3422,-131.6461,44.58,5.14
335,kazerun,98,IR,1650845399,26,29.6195,51.6541,72.66,1.63
336,ostrovnoy,100,RU,1650845399,96,68.0531,39.5131,34.2,11.7
337,kloulklubed,97,PW,1650845399,78,7.0419,134.2556,81.73,11.65
338,iringa,97,TZ,1650845400,96,-7.7667,35.7,57.16,4.38
339,poli,87,TZ,1650845400,97,-3.3333,36.8,60.1,2.1
340,slonim,78,BY,1650845400,92,53.0867,25.3219,43.0,5.08
341,houma,75,US,1650845401,80,29.5958,-90.7195,80.01,10.36
342,laredo,100,US,1650845163,46,27.5064,-99.5075,93.45,20.71
343,kathu,60,TH,1650845401,79,7.9178,98.3332,78.62,7.02
344,hami,85,CN,1650845401,40,42.8,93.45,59.47,16.17
345,asau,94,RO,1650845403,95,46.4333,26.4,54.52,5.03
346,taltal,9,CL,1650845403,82,-25.4,-70.4833,63.61,3.44
347,aleksandrovsk,94,RU,1650845404,72,59.158,57.5624,38.8,3.58
348,carinhanha,21,BR,1650845404,45,-14.3047,-43.765,78.44,6.35
349,gao,0,ML,1650845405,8,16.6362,1.637,81.63,11.81
350,coquimbo,100,CL,1650845405,94,-29.9533,-71.3436,56.93,5.75
351,boksitogorsk,100,RU,1650845405,94,59.474,33.8485,39.6,9.01
352,torun,100,PL,1650845406,87,53.0137,18.5981,44.49,1.01
353,tecpan,91,GT,1650845406,90,14.7623,-90.9947,59.61,1.88
354,colares,40,PT,1650845406,75,38.7992,-9.4469,56.89,13.0
355,stuttgart,75,DE,1650845023,90,48.7823,9.177,49.77,3.44
356,salisbury,63,GB,1650845132,91,51.0693,-1.7957,48.69,8.77
357,yeniseysk,100,RU,1650845407,95,58.4497,92.1703,30.36,6.04
358,touros,98,BR,1650845340,88,-5.1989,-35.4608,77.13,9.75
359,vila,95,PT,1650845407,91,42.0304,-8.1588,41.88,3.2
360,huilong,100,CN,1650845408,95,31.8111,121.655,63.93,17.52
361,maceio,34,BR,1650845356,80,-9.6658,-35.7353,79.32,10.76
362,bonthe,100,SL,1650845408,89,7.5264,-12.505,74.75,5.39
363,wattegama,87,LK,1650845409,95,6.7989,81.4808,74.7,2.48
364,emerald,100,AU,1650845191,71,-23.5333,148.1667,66.34,19.24
365,dalbandin,29,PK,1650845409,22,28.8947,64.4101,76.55,3.83
366,russell,16,US,1650845330,68,32.3502,-85.1999,76.96,5.23
367,dekar,64,BW,1650845409,38,-21.5333,21.9333,69.69,7.76
368,antsohihy,90,MG,1650845410,85,-14.8796,47.9875,72.36,4.94
369,malacacheta,82,BR,1650845410,78,-17.8422,-42.0767,68.49,3.96
370,arkhangelsk,20,RU,1650845410,100,64.5401,40.5433,23.11,0.0
371,tahoua,88,NE,1650845230,10,14.8888,5.2692,86.29,6.78
372,maldonado,0,UY,1650845345,33,-34.6667,-54.9167,72.23,14.52
373,port lavaca,100,CD,1650845322,91,-7.0349,29.7638,71.02,5.12
374,isangel,99,VU,1650845411,67,-19.55,169.2667,79.03,18.75
375,wau,89,SS,1650845411,70,7.7029,27.9953,78.19,9.33
376,mont-dore,100,NC,1650845412,99,-22.2833,166.5833,78.01,15.1
377,tevaitoa,34,PF,1650845412,72,-16.7833,-151.5,81.28,7.58
378,baena,91,ES,1650845412,70,37.6167,-4.3225,54.66,1.54
379,sibolga,86,ID,1650845250,88,1.7427,98.7792,77.34,2.95
380,oranjemund,0,NA,1650845340,86,-28.55,16.4333,53.4,13.53
381,dentsville,36,US,1650845413,59,34.064,-80.9582,75.52,3.04
382,pedernales,30,DO,1650845414,69,18.0384,-71.744,78.96,2.48
383,armizonskoye,98,RU,1650845414,48,55.9461,67.6736,39.31,8.1
384,garissa,100,KE,1650845414,75,-0.4536,39.6401,80.13,11.12
385,brigantine,0,US,1650845414,86,39.4101,-74.3646,53.04,8.05
386,san carlos,49,ML,1650845415,10,13.3034,-4.8956,90.73,13.8
387,guangyuan,75,CN,1650845415,76,32.442,105.823,59.05,4.97
388,honiara,74,SB,1650845416,63,-9.4333,159.95,86.67,4.34
389,mabaruma,99,GY,1650845416,90,8.2,-59.7833,75.45,3.33
390,murray bridge,0,US,1650845185,39,40.6669,-111.888,57.6,17.27
391,buala,88,SB,1650845416,70,-8.145,159.5921,85.23,6.71
392,noumea,100,NC,1650845417,99,-22.2763,166.4572,78.01,17.16
393,matamoros,40,MX,1650845417,7,25.5333,-103.25,95.11,10.36
394,namibe,16,AO,1650845417,78,-15.1961,12.1522,70.79,5.3
395,dong hoi,100,CM,1650845418,97,4.895,12.0057,70.57,3.85
396,mitu,100,CO,1650845352,99,1.1983,-70.1733,73.04,2.51
397,kabare,97,CD,1650845336,92,-2.4683,28.8242,60.42,1.43
398,kutum,10,SD,1650845418,11,14.2,24.6667,75.74,4.81
399,san pedro,49,ML,1650845342,10,13.3034,-4.8956,90.73,13.8
400,mwense,97,ZM,1650845419,96,-10.3845,28.698,65.43,2.21
401,katsuura,69,JP,1650845419,77,35.1333,140.3,66.85,0.81
402,santa cruz de tenerife,21,PH,1650845419,85,17.486,120.4348,87.03,4.94
403,itoman,75,JP,1650845420,94,26.1247,127.6694,79.18,9.22
404,mumford,99,GH,1650845420,84,5.2618,-0.759,80.24,7.87
405,akdepe,16,TM,1650845420,45,42.0551,59.3788,58.19,5.35
406,san cristobal,49,ML,1650845415,10,13.3034,-4.8956,90.73,13.8
407,natalio,9,PY,1650845421,87,-26.7167,-55.0833,71.85,5.28
408,hadgaon,14,IN,1650845421,34,19.5,77.6667,86.34,3.58
409,rio branco,45,GR,1650845375,75,38.3,21.7833,61.75,1.99
410,severomuysk,72,RU,1650845422,77,56.1481,113.4267,15.17,2.68
411,nishihara,75,JP,1650845422,94,26.1842,127.7558,78.46,9.22
412,torbay,100,CA,1650845276,96,47.6666,-52.7314,36.75,9.22
413,tautira,43,PF,1650845423,68,-17.7333,-149.15,80.87,5.7
414,zhovtneve,100,UA,1650845423,97,50.6637,24.2492,48.58,8.77
415,krasnoselkup,93,RU,1650845423,100,65.7,82.4667,-0.99,3.11
416,gondanglegi,100,ID,1650845356,90,-7.7479,112.0132,77.67,5.59
417,kristinehamn,4,SE,1650845424,72,59.3098,14.1081,30.76,3.65
418,udachnyy,58,RU,1650845424,89,66.4167,112.4,13.57,3.13
419,aklavik,100,CA,1650845249,95,68.2191,-135.0107,32.68,5.99
420,ampanihy,100,MG,1650845425,63,-24.7,44.75,75.22,3.38
421,yumen,16,CN,1650845335,54,40.2833,97.2,51.26,12.64
422,nabire,52,ID,1650845426,73,-3.3667,135.4833,82.98,0.4
423,bara,91,NG,1650845426,49,10.3744,10.7288,87.51,13.31
424,flagstaff,0,US,1650845345,17,35.1981,-111.6513,64.53,10.36
425,sept-iles,99,CA,1650845402,70,50.2001,-66.3821,38.05,1.99
426,inongo,58,CD,1650845427,90,-1.95,18.2667,72.36,3.6
427,coaldale,45,CA,1650845330,23,49.7167,-112.6185,58.15,4.05
428,fort nelson,37,NL,1650845427,81,52.6517,6.3861,48.18,9.98
429,coahuayana,60,MX,1650845427,53,18.7333,-103.6833,80.67,6.64
430,encruzilhada do sul,55,BR,1650845428,89,-15.5314,-40.9094,69.28,5.5
431,miandrivazo,100,MG,1650845428,83,-19.5167,45.4667,75.33,4.21
432,caxito,72,AO,1650845428,97,-8.5785,13.6643,72.45,2.1
433,mount gambier,48,GB,1650845429,88,53.6597,-1.8537,44.06,9.08
434,grindavik,100,IS,1650845351,93,63.8424,-22.4338,43.27,10.36
435,parabel,100,RU,1650845429,85,58.6978,81.4825,28.29,7.9
436,parnarama,29,BR,1650845429,96,-5.6817,-43.0933,73.62,1.16
437,goderich,92,CA,1650845430,95,43.7501,-81.7165,57.9,19.66
438,kungurtug,87,RU,1650845430,64,50.5994,97.5228,17.87,7.02
439,abeche,49,TD,1650845431,27,13.8292,20.8324,83.57,3.29
440,bilma,1,NE,1650845431,11,18.6853,12.9164,89.35,6.4
441,mallapuram,52,IN,1650845431,70,11.9667,78.25,76.89,0.83
442,gombong,97,ID,1650845432,88,-7.6072,109.5142,78.46,1.86
443,lata,65,PT,1650845432,95,40.1629,-8.3327,51.08,1.36
444,bar harbor,74,UA,1650845432,82,49.0772,27.6826,51.78,10.69
445,mount isa,57,GB,1650845433,88,53.6597,-1.8537,44.06,10.22
446,tateyama,74,JP,1650845306,77,34.9833,139.8667,66.02,1.54
447,formosa do rio preto,0,AR,1650845433,78,-26.1775,-58.1781,80.58,9.22
448,uspenka,23,UA,1650845434,91,48.3903,39.1619,51.66,6.31
449,klyuchi,96,RU,1650845434,56,52.2667,79.1667,30.61,6.29
450,bintulu,100,MY,1650845434,92,3.1667,113.0333,76.77,3.13
451,novyy urengoy,0,RU,1650845435,74,45.0072,38.9819,49.1,2.24
452,teknaf,17,BD,1650845435,88,20.8624,92.3058,78.91,0.85
453,sungaipenuh,99,ID,1650845436,95,-2.0833,101.3833,66.18,0.51
454,maloy,33,NO,1650845436,88,61.9353,5.1136,44.73,18.01
455,jingdezhen,100,CN,1650845436,85,29.2947,117.2079,77.18,5.95
456,manta,20,EC,1650845437,88,-0.95,-80.7333,76.78,10.36
457,neftcala,100,AZ,1650845437,75,39.3742,49.2472,57.2,1.63
458,kualakapuas,28,ID,1650845438,86,-3.0091,114.3876,80.15,2.71
459,jumla,0,NP,1650845438,38,29.2747,82.1838,46.67,4.97
460,madang,91,PG,1650845438,67,-5.2246,145.7966,84.31,1.36
461,mattru,100,SL,1650845439,88,7.6244,-11.8332,74.8,4.74
462,gilgit,97,PK,1650845439,53,35.9221,74.3087,61.81,1.25
463,marsh harbour,59,GB,1650845439,88,53.6512,-1.8078,45.16,9.78
464,kananga,46,CD,1650845440,96,-5.8958,22.4178,68.34,2.04
465,victoria point,12,HK,1650845209,85,22.2855,114.1577,82.45,8.01
466,matara,75,LK,1650845440,87,5.9485,80.5353,78.28,1.36
467,talcahuano,0,CL,1650845415,76,-36.7167,-73.1167,53.28,6.91
468,pueblo nuevo,100,US,1650845441,38,38.2545,-104.6091,55.62,9.22
469,san carlos de bariloche,22,ML,1650845325,11,13.3034,-4.8956,89.73,12.28
470,jiwani,0,PK,1650845441,83,25.05,61.7417,79.83,2.28
471,gonen,64,TR,1650845442,37,40.1049,27.654,58.01,4.59
472,barguzin,100,RU,1650845442,68,53.6167,109.6167,29.82,2.64
473,flinders,97,AU,1650845442,89,-34.5833,150.8552,65.17,5.01
474,mikuni,69,JP,1650845443,75,36.2171,136.1519,64.92,4.7
475,raduzhnyy,100,RU,1650845443,97,62.0961,77.475,18.81,0.58
476,paso de los toros,100,BO,1650845444,89,-14.4333,-67.5167,76.39,0.85
477,marrakesh,72,MA,1650845444,67,31.6315,-8.0083,55.98,4.52
478,fushan,100,CN,1650845444,69,37.4958,121.2581,65.32,7.29
479,homer,75,US,1650845445,62,59.6425,-151.5483,50.04,9.22
480,santana do livramento,75,BR,1650845445,79,-0.0583,-51.1817,84.38,10.36
481,linares,100,CL,1650845445,92,-35.85,-71.6,52.52,6.2
482,san quintin,49,ML,1650845342,10,13.3034,-4.8956,90.73,13.8
483,kurtamysh,60,RU,1650845446,42,54.9103,64.4319,40.89,7.45
484,pitimbu,74,BR,1650845446,83,-7.4706,-34.8086,77.59,10.31
485,vardo,100,NO,1650845446,86,70.3705,31.1107,35.38,9.42
486,bokoro,89,TD,1650845447,19,12.3807,17.0568,92.37,1.74
487,khetri,1,IN,1650845447,19,27.9833,75.8,77.99,2.95
488,igrim,100,RU,1650845447,99,63.1906,64.4162,32.54,2.01
489,leonidovo,60,RU,1650845448,73,49.2833,142.8667,36.05,14.72
490,vega de alatorre,35,US,1650845448,21,35.2428,-102.4283,68.92,11.27
491,morehead,75,US,1650845448,50,37.2711,-87.1764,78.55,11.5
492,kerrobert,79,CA,1650845449,46,51.9168,-109.1348,50.04,7.2
493,faya,90,SA,1650845449,49,18.3851,42.4509,61.32,0.72
494,kambove,87,CD,1650845449,97,-10.8764,26.5969,60.06,3.49
495,lebedyn,1,UA,1650845450,80,50.5852,34.4849,46.04,3.74
496,abashiri,66,JP,1650845450,61,44.0213,144.2697,48.25,11.16
497,lac du bonnet,38,AL,1650845451,78,41.6356,19.7131,55.51,5.44
498,smithers,100,CA,1650845451,50,54.7804,-127.1743,52.12,11.5
499,avera,37,US,1650845451,62,33.194,-82.5271,74.71,6.33
500,prescott,0,US,1650845452,10,34.54,-112.4685,68.27,18.41
501,gombe,86,NG,1650845452,50,10.2897,11.1673,86.04,18.07
502,elko,5,US,1650845453,24,41.0002,-115.5012,56.64,13.0
503,evensk,100,RU,1650845453,86,61.95,159.2333,28.06,27.02
504,marathon,100,US,1650845453,58,44.9,-89.7668,51.33,18.41
505,bairiki,31,KI,1650845454,79,1.3292,172.9752,80.37,13.94
506,sancraiu,82,RO,1650845454,89,46.8333,22.9833,48.92,6.33
507,las palmas,78,PL,1650845455,83,49.7393,19.4295,43.92,4.92
508,cuencame,9,MX,1650845455,7,24.8711,-103.6964,90.48,14.27
509,ossora,100,RU,1650845455,96,59.2353,163.0719,30.74,17.25
510,tocopilla,17,CL,1650845456,73,-22.092,-70.1979,66.16,6.22
511,boyolangu,100,ID,1650845456,87,-8.1181,111.8935,78.08,1.19
512,aracaju,11,BR,1650845433,77,-10.9111,-37.0717,77.86,8.32
513,graaff-reinet,96,ZA,1650845457,96,-32.2522,24.5308,46.92,8.25
514,labuan,99,MY,1650845361,75,5.2767,115.2417,82.78,7.18
515,fukue,75,JP,1650845457,100,32.6881,128.8419,62.96,9.22
516,poso,83,ID,1650845457,84,-1.3959,120.7524,80.1,4.03
517,tecoanapa,4,MX,1650845458,64,16.5167,-98.75,83.43,10.89
518,chadan,0,RU,1650845458,48,51.2833,91.5833,27.81,2.26
519,teguldet,100,RU,1650845458,96,57.3064,88.1667,30.65,5.59
520,daloa,83,CI,1650845459,87,6.8774,-6.4502,76.1,3.94
521,nemuro,100,JP,1650845459,69,43.3236,145.575,44.15,13.22
522,lakatoro,100,VU,1650845460,76,-16.0999,167.4164,81.9,7.65
523,soyo,83,AO,1650845460,90,-6.1349,12.3689,78.26,5.82
524,ingham,100,US,1650845460,90,42.6,-84.3833,68.18,3.44
525,narsaq,100,GL,1650845461,89,60.9167,-46.05,41.22,1.68
526,abnub,0,EG,1650845200,25,27.2696,31.1511,72.54,7.47
527,hamilton,0,US,1650845461,44,39.1834,-84.5333,79.43,12.66
528,kashi,51,CN,1650845461,26,39.4547,75.9797,63.48,10.25
529,kyaikto,26,MM,1650845462,79,17.3,97.0167,81.95,5.91
530,tazmalt,100,DZ,1650845462,83,36.3868,4.3989,54.55,3.74
531,ternate,56,ID,1650845463,75,0.8,127.4,82.56,2.26
532,bilibino,85,RU,1650845463,78,68.0546,166.4372,19.83,4.09
533,buraydah,100,SA,1650845464,59,26.326,43.975,70.25,13.62
534,makakilo city,0,US,1650845464,53,21.3524,-158.0865,81.75,20.71
535,jalingo,74,NG,1650845464,63,8.8833,11.3667,83.44,8.5
536,srandakan,100,ID,1650845465,86,-7.9386,110.2506,78.78,3.47
537,nuh,5,IN,1650845465,18,28.1167,77.0167,82.72,5.01
538,rocha,1,UY,1650845427,43,-34.4833,-54.3333,65.5,13.27
539,riverton,0,US,1650845465,35,40.5219,-111.9391,57.15,17.27
540,shimoda,46,JP,1650845466,80,34.6667,138.95,68.27,1.88
541,nelson bay,68,NZ,1650845466,77,-41.2833,173.2833,63.7,1.99
542,caohe,100,CN,1650845466,96,30.2297,115.4335,72.7,6.06
543,strezhevoy,100,RU,1650845467,99,60.7333,77.5889,32.05,7.31
544,katherine,86,AU,1650845467,54,-14.4667,132.2667,86.32,12.66
545,ulundi,100,ZA,1650845468,94,-28.3352,31.4162,63.99,1.92
546,alofi,99,NU,1650845468,80,-19.0595,-169.9187,78.3,10.94
547,plettenberg bay,93,DE,1650845468,88,51.2167,7.8833,45.64,1.92
548,wanaka,13,NZ,1650845469,56,-44.7,169.15,60.12,3.29
549,envira,77,BR,1650845469,97,-7.3,-70.2167,74.14,0.92
550,kamaishi,30,JP,1650845369,66,39.2667,141.8833,59.63,2.53
551,monroe,75,US,1650845184,62,43.1501,-77.6831,72.25,6.91
552,meulaboh,63,ID,1650845469,89,4.1363,96.1285,77.79,3.78
